  1602
    id          xc          yc          zc         gxc         gyc         gzc         vol                 R  mean_overdensity       ellipticity      inv_porosity
   421  -2734.2002   -522.2007   -197.4022  -2737.2590   -524.2312   -198.3532   220043.95           37.4519            0.2245          0.543709          0.436888
   422  -2303.0022   -133.0024    155.3963  -2305.7732   -135.7162    146.6031   149403.34           32.9173            0.1769          0.386986          0.567846
   423  -1955.8037     12.5969    194.5961  -1947.3381      6.0092    194.8073   117156.28           30.3547            0.2110          0.281697          0.590395
   424  -1930.6038    466.1949     46.1968  -1932.9056    467.4464     44.1570    91758.16           27.9803            0.2640          0.600340          0.519489
   425  -1659.0049   -401.8013     37.7968  -1664.8512   -411.5462     36.5590   153859.55           33.2414            0.2440          0.514646          0.649089
   426  -2202.2026   -555.8006    107.7965  -2205.1360   -566.0493    106.3417   100648.60           28.8562            0.2044          0.477900          0.626356
   427  -2709.0005   -667.8001    -65.8027  -2705.3225   -665.4305    -63.6323   111887.88           29.8927            0.2239          0.367697          0.598514
   428  -1997.8035    684.5940   -152.6024  -1973.7854    674.1542   -155.1719   140842.19           32.2761            0.2743          0.490223          0.504277
   429  -1852.2041   -113.4025     34.9968  -1835.8832    -95.9547     45.2208   130524.88           31.4679            0.2944          0.593851          0.412921
   430  -2392.6018   -189.0022     -7.0030  -2389.5356   -194.4001     -4.1389    66469.78           25.1292            0.2346          0.294719          0.732560
   431  -2546.6011   -233.8020   -214.2021  -2562.4131   -211.7971   -216.9509   139393.38           32.1651            0.2830          0.367471          0.429016
   432  -2784.6001   -135.8024    -29.4029  -2767.7947   -126.9169    -25.2351    83350.65           27.0982            0.2463          0.516818          0.530967
   433  -2499.0012    197.3961     54.5967  -2488.0986    197.1620     54.3580    99133.93           28.7108            0.2409          0.413407          0.513716
   434  -2109.8030     68.5967    208.5961  -2106.9062     68.1337    210.8481   150171.66           32.9736            0.2464          0.441941          0.570050
   435  -1726.2046    471.7949     23.7969  -1732.7166    492.3943     19.1171   206741.22           36.6814            0.2440          0.449166          0.564771
   436  -2717.4004    236.5959   -259.0019  -2733.5623    242.3904   -261.9508   146527.67           32.7047            0.2348          0.516418          0.567275
   437  -2247.0024   -231.0020    104.9965  -2247.9658   -229.6959    106.6565    71277.21           25.7210            0.1676          0.227421          0.475322
   438  -1656.2050    412.9952   -135.8024  -1656.7081    410.8875   -133.8719   176096.62           34.7713            0.2668          0.341901          0.480973
   439  -2034.2034    354.1954    -49.0028  -2027.8795    353.3437    -48.2610   217409.75           37.3018            0.2429          0.435886          0.503383
   440  -2361.8018   -239.4020   -138.6024  -2357.3652   -226.5333   -122.7807   278237.94           40.4988            0.2393          0.599432          0.532500
   441  -1611.4052    306.5956   -113.4025  -1593.9487    318.3421   -118.9262   119834.39           30.5842            0.2558          0.559365          0.444533
   442  -2588.6008    586.5944   -152.6024  -2595.5200    572.0955   -144.1140   137176.25           31.9936            0.2567          0.428768          0.562547
   443  -1883.0039     -9.8030    -21.0029  -1895.9550     -9.6487    -29.8784   124751.58           30.9970            0.2325          0.567555          0.520252
   444  -2333.8020    634.1942    169.3962  -2329.5808    632.9276    180.3535   242873.73           38.7047            0.2136          0.670271          0.505656
   445  -2664.2007    622.9943   -242.2020  -2668.6597    621.2849   -237.6850   153991.25           33.2508            0.2615          0.314506          0.528787
   446  -2669.8005   -483.0009   -144.2024  -2663.6833   -487.8091   -148.8280   171947.75           34.4960            0.2350          0.269079          0.567193
   447  -2249.8022    684.5940    163.7963  -2239.0896    675.5043    154.8903   104270.63           29.1983            0.2402          0.539674          0.541442
   448  -1790.6044    594.9944    107.7965  -1784.7986    581.3489    103.7514    79926.18           26.7219            0.2318          0.530146          0.510464
   449  -2462.6016    513.7947     99.3965  -2467.6831    517.2173     95.8192    52201.17           23.1845            0.2374          0.423363          0.613708
   450  -2535.4011    -99.4026    261.7958  -2525.9858   -103.0322    264.5510    52508.50           23.2299            0.2662          0.475357          0.722940
   451  -2409.4016    684.5940    121.7964  -2404.2422    677.9374    122.7101    59906.22           24.2732            0.2974          0.493354          0.685980
   452  -2482.2014    250.5959    116.1965  -2467.0110    267.4343    129.9654   115092.82           30.1754            0.2192          0.593926          0.642520
   453  -2261.0024    454.9950   -138.6024  -2251.7952    457.2213   -135.3380    96587.53           28.4628            0.2327          0.289312          0.621506
   454  -2115.4028    424.1951   -116.2025  -2115.2319    423.7501   -115.7890    90814.23           27.8840            0.2170          0.372969          0.486796
   455  -2555.0010   -561.4006    -99.4026  -2555.4077   -554.3506   -105.5507   217782.94           37.3232            0.2169          0.351511          0.558014
   456  -2434.6016     57.3967     74.1967  -2424.0081     49.3788     67.9330   126573.57           31.1471            0.1797          0.503674          0.475727
   457  -2725.8003   -337.4016    -32.2029  -2724.3242   -330.5241    -34.6502    61552.60           24.4936            0.3337          0.572381          0.631153
   458  -2594.2009    544.5946   -191.8022  -2600.1382    538.1117   -176.9373    73055.30           25.9331            0.2907          0.114172          0.658723
   459  -2459.8015     48.9968    163.7963  -2459.3911     47.6245    166.5887   143608.09           32.4860            0.2191          0.482072          0.459880
   460  -2728.6003    -91.0026    104.9965  -2725.0474    -91.4710     94.1617   129163.88           31.3582            0.2606          0.471496          0.519048
   461  -2675.4004   -149.8024    113.3965  -2680.2834   -143.1156    119.1166   153069.28           33.1843            0.2755          0.536941          0.451494
   462  -2381.4019   -469.0010   -191.8022  -2389.7068   -460.7240   -186.1057    78850.55           26.6015            0.2743          0.411205          0.608465
   463  -2149.0029   -438.2011   -163.8023  -2153.3271   -427.2216   -163.1145    90638.62           27.8660            0.2632          0.384635          0.535323
   464  -2345.0020    396.1953    -88.2026  -2328.2847    400.2184   -101.4391   107629.24           29.5085            0.2713          0.269511          0.565469
   465  -2739.8003   -483.0009    180.5962  -2737.5122   -466.5392    175.9401    74504.11           26.1034            0.2469          0.406236          0.595049
   466  -1664.6050    558.5945    -51.8028  -1687.7335    561.0455    -51.6924   144069.08           32.5208            0.2440          0.542074          0.522221
   467  -2305.8022    -79.8027     88.1966  -2298.4216    -72.0428     74.0496    90265.44           27.8277            0.2100          0.570070          0.492747
   468  -2191.0027    606.1943    -85.4026  -2214.7346    632.6931   -107.8851   216378.02           37.2427            0.2194          0.545303          0.487562
   469  -2723.0002    -40.6028    141.3964  -2722.1792    -31.3151    142.4636    63374.59           24.7329            0.2705          0.463085          0.528570
   470  -2283.4023    494.1948    -43.4028  -2272.2151    500.4487    -36.4428   114236.71           30.1004            0.2075          0.496798          0.387050
   471  -2286.2021   -175.0023    194.5961  -2290.1799   -174.9219    191.8153    88706.87           27.6666            0.2746          0.324751          0.546339
   472  -2535.4011   -166.6023   -158.2023  -2535.4451   -181.0878   -161.9420   105434.07           29.3065            0.2439          0.398543          0.341164
   473  -2415.0017    491.3948    177.7962  -2407.0632    495.3474    179.8826   119483.16           30.5543            0.2263          0.420354          0.601382
   474  -1633.8051    211.3961     46.1968  -1644.5083    210.3227     50.0156   101021.77           28.8919            0.2330          0.609811          0.544237
   475  -2345.0020    239.3959   -116.2025  -2339.8008    227.8091   -117.8455   163869.53           33.9471            0.1695          0.373343          0.492251
   476  -1843.8042   -555.8006    158.1963  -1836.0598   -554.0227    158.4678    42322.90           21.6187            0.2576          0.304992          0.679986
   477  -1670.2048   -236.6020   -105.0026  -1656.3804   -226.8222   -103.0296   124663.77           30.9897            0.2262          0.148444          0.439320
   478  -2107.0029   -371.0014    -35.0029  -2121.8308   -374.8530    -15.9529   155813.25           33.3815            0.2752          0.611592          0.540336
   479  -2681.0005   -166.6023    -43.4028  -2680.7324   -168.4049    -50.7809   115466.00           30.2080            0.2206          0.288481          0.619615
   480  -2356.2019     57.3967    -57.4028  -2365.2676     56.0285    -51.4260    75557.79           26.2259            0.2715          0.533529          0.528475
   481  -2443.0015    -21.0029    130.1964  -2447.6599    -19.5478    146.7412    84711.66           27.2449            0.2499          0.611172          0.435424
   482  -2272.2021   -163.8023    -23.8029  -2255.7141   -162.9271    -27.3883    66513.69           25.1347            0.2925          0.509625          0.495042
   483  -1785.0044   -581.0005    174.9962  -1785.9138   -588.0672    188.2922    85414.11           27.3200            0.2646          0.465284          0.633990
   484  -2462.6016    228.1960   -194.6022  -2464.4319    225.1625   -192.3416    53649.98           23.3970            0.2794          0.495254          0.546673
   485  -1944.6038   -502.6008   -161.0023  -1936.8799   -511.8450   -149.7670   122117.38           30.7772            0.2783          0.323667          0.568295
   486  -2496.2012   -225.4020   -130.2025  -2499.8076   -232.0528   -131.1951    98716.84           28.6704            0.1992          0.394614          0.542791
   487  -1639.4050     23.7969      4.1970  -1652.6611     27.9500      0.1573   131029.77           31.5085            0.2059          0.436487          0.598278
   488  -2395.4019    583.7944    149.7963  -2401.7795    587.7684    137.0696    57096.40           23.8876            0.2482          0.442638          0.518429
   489  -2174.2026    513.7947     54.5967  -2176.8389    509.1532     48.5279    88904.43           27.6872            0.3022          0.124813          0.542721
   490  -2728.6003   -203.0021    258.9958  -2727.6753   -221.5554    248.6942   285547.88           40.8504            0.2722          0.530861          0.411795
   491  -2588.6008   -281.4018   -161.0023  -2582.1841   -290.6191   -152.6116    71540.62           25.7526            0.2337          0.486574          0.427328
   492  -2515.8013    482.9949    194.5961  -2505.1863    479.0840    190.5221   146725.23           32.7194            0.1943          0.419475          0.684047
   493  -2454.2014    146.9963   -211.4021  -2457.2983    142.4010   -201.0833    80782.30           26.8169            0.3076          0.401582          0.502986
   494  -2434.6016   -415.8012   -141.4024  -2431.7185   -422.8513   -151.2012   147120.38           32.7488            0.2499          0.269060          0.515289
   495  -2417.8018    180.5962     76.9966  -2418.7998    182.1722     69.7362    46120.55           22.2469            0.2911          0.504462          0.526763
   496  -2174.2026    113.3965     88.1966  -2178.8867    106.8637     83.6958    91143.51           27.9177            0.3004          0.560124          0.517649
   497  -2000.6035   -155.4023   -130.2025  -1996.1490   -169.8381   -120.2831   285482.00           40.8473            0.2561          0.431046          0.537984
   498  -1670.2048    555.7946    127.3964  -1656.1190    546.8165    130.7657   191155.50           35.7355            0.2562          0.574407          0.516769
   499  -2664.2007   -177.8022   -163.8023  -2679.0149   -179.4831   -165.7854   135485.97           31.8617            0.2489          0.513730          0.528178
   500  -2140.6028    107.7965     23.7969  -2139.3496    106.5777     26.7389   128351.66           31.2923            0.2624          0.572225          0.592138
   501  -2261.0024   -662.2001   -147.0024  -2266.9976   -660.6276   -150.8055    51345.05           23.0570            0.2627          0.376460          0.806586
   502  -2753.8003   -270.2018    -96.6026  -2744.7161   -261.2485    -95.9070   169994.06           34.3649            0.2414          0.317471          0.567646
   503  -2221.8025   -670.6001     68.5967  -2213.0544   -661.7544     84.6071   118319.73           30.4548            0.2455          0.528390          0.422110
   504  -2269.4023   -177.8022     99.3965  -2253.2048   -173.8995    110.7334   161081.66           33.7535            0.2047          0.322068          0.537689
   505  -2255.4023    628.5942    -18.2029  -2242.9175    631.6783    -13.2018   161652.41           33.7934            0.2184          0.444259          0.463320
   506  -2230.2024   -679.0001    149.7963  -2242.5024   -678.3545    150.4738    70772.32           25.6601            0.2570          0.570698          0.492728
   507  -1961.4036   -228.2020   -121.8025  -1966.6896   -221.8596   -129.9269    49566.96           22.7877            0.2058          0.290758          0.592802
   508  -1835.4042    230.9960    -46.2028  -1817.2244    225.4835    -53.6276   130568.78           31.4715            0.2483          0.415101          0.440352
   509  -2381.4019   -586.6005     93.7966  -2403.1523   -593.8944     85.7396    46910.81           22.3732            0.1750          0.576392          0.549784
   510  -2333.8020   -410.2012   -130.2025  -2340.9832   -403.0407   -130.8745    85633.62           27.3434            0.2207          0.381863          0.576116
   511  -1625.4050    138.5964    138.5964  -1626.4314    122.9924    123.4016   137110.39           31.9885            0.2416          0.497765          0.451660
   512  -2188.2026   -144.2024    -99.4026  -2191.1416   -124.0702    -99.4998   101833.99           28.9691            0.2064          0.519221          0.423125
   513  -1591.8052   -449.4011    -54.6028  -1591.9829   -458.7826    -51.3930    30051.89           19.2868            0.2711          0.315056          0.581471
   514  -2636.2007    236.5959     88.1966  -2637.1599    233.4812     82.2785    34837.37           20.2606            0.2871          0.585570          0.680256
   515  -1925.0038   -550.2006   -172.2023  -1917.1971   -550.3041   -168.2623    51564.57           23.0898            0.2766          0.515688          0.612993
   516  -2235.8025    -71.4027    166.5963  -2230.3950    -77.3151    172.4840    67260.05           25.2284            0.2536          0.267122          0.558394
   517  -2249.8022    320.5956     37.7968  -2237.2229    332.3906     44.1962   111975.68           29.9005            0.2107          0.302501          0.587109
   518  -2619.4009    407.3952    -74.2027  -2614.2393    414.8325    -74.3005    98782.70           28.6768            0.2311          0.418478          0.509115
   519  -2275.0022    334.5955    -40.6028  -2281.0898    332.8991    -35.2467    58611.07           24.0970            0.2548          0.417854          0.621818
   520  -2163.0027      6.9969   -144.2024  -2162.5518      1.6296   -134.1970    49676.72           22.8045            0.2118          0.490574          0.531743
   521  -2711.8003    659.3941    177.7962  -2701.8640    675.5989    183.6835    87016.59           27.4898            0.2566          0.587602          0.390151
   522  -1703.8047    -54.6028    -57.4028  -1707.0646    -58.7415    -63.2903    35649.58           20.4168            0.2117          0.569164          0.583259
   523  -2608.2007    561.3945     88.1966  -2606.9534    557.2952     85.8738    66842.96           25.1761            0.2920          0.511355          0.594062
   524  -2443.0015    281.3958   -225.4020  -2450.7021    274.8678   -221.8681    33103.18           19.9187            0.2623          0.535577          0.508253
   525  -2168.6028   -144.2024   -135.8024  -2162.2271   -129.3915   -124.8623   140908.03           32.2812            0.2101          0.710808          0.526395
   526  -1653.4050    306.5956   -149.8024  -1653.7830    301.2261   -144.1564    43683.91           21.8480            0.3344          0.278143          0.653975
   527  -2535.4011   -443.8011   -172.2023  -2533.7139   -447.7385   -166.4905    53693.89           23.4034            0.3175          0.402203          0.556829
   528  -1748.6045      4.1970    -74.2027  -1754.0605      3.0974    -77.1433    36637.41           20.6037            0.3210          0.391499          0.541632
   529  -1516.2056   -611.8004     88.1966  -1519.6980   -614.7548     84.9436    37493.52           20.7630            0.2533          0.274938          0.619550
   530  -2510.2012    622.9943    138.5964  -2518.2358    598.7156    130.5214   109956.12           29.7196            0.3185          0.547445          0.520972
   531  -1866.2041    172.1962    121.7964  -1865.4404    162.2857    123.4696    39293.56           21.0901            0.2931          0.522540          0.601288
   532  -1813.0043   -522.2007     -9.8030  -1816.5134   -518.5096     -9.8968    29217.73           19.1067            0.2705          0.605223          0.524681
   533  -2037.0033    -23.8029    200.1961  -2042.6027    -21.9741    196.4202    65416.10           24.9957            0.2646          0.480273          0.450383
   534  -2014.6034   -217.0021    -88.2026  -2003.5182   -214.8076    -86.5286    53101.19           23.3170            0.2008          0.519984          0.600032
   535  -1899.8040   -435.4011      4.1970  -1903.2800   -434.8848      3.8179    29305.54           19.1258            0.2380          0.271450          0.607391
   536  -2630.6006    -54.6028    188.9962  -2631.6917    -53.2550    187.2633    14751.55           15.2142            0.1793          0.504788          0.820750
   537  -2375.8018   -340.2015     32.1968  -2372.4895   -359.3294     30.7759   149820.44           32.9479            0.2261          0.561447          0.496232
   538  -1653.4050    -32.2029    -54.6028  -1653.4172    -17.0024    -46.4475    71386.97           25.7342            0.2953          0.452321          0.477629
   539  -2599.8008    300.9957    180.5962  -2615.8599    306.2331    181.4783   139525.08           32.1752            0.2303          0.552411          0.365757
   540  -2112.6030   -449.4011    118.9965  -2100.7161   -434.2436    115.1203    63440.45           24.7415            0.2424          0.489311          0.698667
   541  -2028.6033   -550.2006   -119.0025  -2028.4146   -553.1600   -113.0760    28690.89           18.9912            0.2873          0.549923          0.658187
   542  -2182.6025     -7.0030    216.9960  -2186.0867     -4.6700    217.3241    50291.37           22.8982            0.2329          0.383537          0.521499
   543  -1916.6038    337.3955    -93.8026  -1918.7542    344.9656    -92.8457    44035.13           21.9064            0.2164          0.431528          0.590251
   544  -2588.6008    -79.8027    -74.2027  -2580.4238    -65.7465    -71.7285    35495.92           20.3875            0.2569          0.554218          0.471740
   545  -2331.0020    188.9962    -77.0027  -2326.4700    208.2321    -81.3275    73538.23           25.9901            0.2391          0.519016          0.518468
   546  -2333.8020   -527.8007     23.7969  -2344.7749   -522.9036     21.0287    66908.82           25.1844            0.2242          0.443930          0.494453
   547  -2482.2014    634.1942     90.9966  -2470.4822    633.2380     88.6771    58325.70           24.0579            0.2825          0.189294          0.625370
   548  -2367.4019   -231.0020   -309.4017  -2366.8442   -225.6287   -312.6214    61794.07           24.5256            0.2882          0.451852          0.664237
   549  -2034.2034   -469.0010   -166.6023  -2032.5056   -471.0215   -171.9703    68489.34           25.3812            0.1848          0.463788          0.539741
   550  -2504.6013    555.7946     26.5969  -2501.7549    551.6957     32.3476   162947.56           33.8834            0.1787          0.434343          0.539156
   551  -2395.4019   -396.2013    -57.4028  -2398.8940   -392.0782    -65.2088    59752.56           24.2525            0.2423          0.499026          0.611457
   552  -2244.2024    -57.4028     -4.2030  -2238.4807    -53.3971     14.7347   141039.75           32.2912            0.2622          0.466268          0.400013
   553  -1793.4043    152.5963    -93.8026  -1782.0337    142.5253    -89.6457   107585.34           29.5045            0.2933          0.516029          0.609363
   554  -2179.8027   -637.0002    -51.8028  -2186.4038   -638.3689    -47.9986    52003.61           23.1552            0.2792          0.580229          0.544613
   555  -2580.2009    205.7961    127.3964  -2576.7651    197.3288    119.5367    93097.21           28.1157            0.3141          0.471492          0.335816
   556  -1586.2053   -676.2001    -63.0027  -1592.0764   -662.8289    -58.1870    46471.77           22.3032            0.2062          0.358195          0.599827
   557  -2683.8005    110.5965    242.1959  -2696.6841    108.2691    242.9596    58391.55           24.0669            0.2754          0.471789          0.611667
   558  -2126.6030    202.9961     82.5966  -2130.3816    216.8394     85.5201    68094.21           25.3323            0.2682          0.585274          0.510458
   559  -1734.6046    426.9951   -116.2025  -1736.4315    429.0721   -116.8565    54769.52           23.5586            0.2772          0.685352          0.512816
   560  -2095.8030     26.5969    284.1957  -2093.7322     20.7227    285.9565    27922.58           18.8201            0.1469          0.554841          0.559730
   561  -2163.0027   -513.8008    -49.0028  -2171.4158   -524.1753    -53.6576    75206.56           26.1852            0.2634          0.259383          0.618211
   562  -2739.8003    -54.6028     51.7968  -2745.9365    -54.4142     50.2237    23839.56           17.8540            0.3296          0.292357          0.650141
   563  -2737.0002    410.1952    -99.4026  -2733.9487    406.5679    -99.1147    18022.36           16.2645            0.2933          0.269047          0.523457
   564  -2496.2012    538.9946    110.5965  -2478.5352    545.4235    115.7758    99682.72           28.7636            0.1883          0.529107          0.591167
   565  -2636.2007     20.9969    -23.8029  -2623.4102     30.5333    -16.1765   119417.31           30.5487            0.2888          0.663380          0.379458
   566  -2221.8025    589.3944   -119.0025  -2221.8604    601.4642   -126.5351    77994.43           26.5048            0.2208          0.531345          0.580473
   567  -2403.8018    211.3961   -205.8021  -2384.2812    222.5345   -190.1656    80145.70           26.7463            0.1880          0.574672          0.536610
   568  -2241.4023     51.7968    130.1964  -2246.8013     52.4832    128.7654    35671.53           20.4210            0.2976          0.610772          0.738952
   569  -1745.8046   -256.2019    -18.2029  -1745.1746   -252.5507    -23.1139    17736.98           16.1782            0.3397          0.548227          0.722623
   570  -2210.6025    564.1945    -35.0029  -2183.1426    567.6071    -18.5714    71386.97           25.7342            0.2094          0.498145          0.520098
   571  -2482.2014   -597.8004    -46.2028  -2486.6504   -609.0383    -44.6957    72638.21           25.8837            0.2043          0.472707          0.548213
   572  -2695.0005    359.7954    -18.2029  -2697.3718    356.9060    -12.8029   140578.77           32.2560            0.2202          0.440390          0.597610
   573  -2297.4021    617.3943   -169.4023  -2286.8560    617.5340   -168.3772    50401.13           22.9149            0.2100          0.483450          0.676458
   574  -2135.0029    398.9952   -158.2023  -2133.8049    396.6791   -163.6815    20590.71           17.0031            0.3459          0.498135          0.606928
   575  -2591.4009     12.5969   -211.4021  -2581.7793      4.7369   -223.0913    59686.70           24.2436            0.2573          0.580385          0.525884
   576  -1757.0045   -393.4013   -127.4025  -1753.6259   -393.9748   -124.2632    21973.66           17.3755            0.3092          0.419600          0.620921
   577  -2613.8008   -315.0016   -130.2025  -2617.4275   -315.9615   -131.1999    73406.52           25.9746            0.1344          0.256197          0.735952
   578  -2496.2012    522.1947   -166.6023  -2481.9961    515.5102   -154.2338   137395.77           32.0107            0.2199          0.468118          0.517474
   579  -2322.6021   -404.6013    -88.2026  -2315.0935   -395.6370    -93.9744    59291.57           24.1899            0.3097          0.496228          0.526871
   580  -1818.6042    -57.4028    177.7962  -1823.2157    -60.1779    168.6266    84733.61           27.2472            0.1990          0.311295          0.522209
   581  -2563.4009    177.7962     34.9968  -2567.5156    181.8818     43.8500    87323.91           27.5221            0.2399          0.407434          0.516346
   582  -2023.0034   -158.2023   -231.0020  -2032.8976   -162.2383   -214.6990    64230.71           24.8438            0.2462          0.650997          0.557779
   583  -2644.6006   -133.0024    -99.4026  -2625.1560   -130.0518    -85.2687    81616.46           26.9089            0.2326          0.585212          0.591880
   584  -2605.4009   -155.4023   -141.4024  -2605.2063   -135.8574   -130.7021   105060.89           29.2719            0.1978          0.448158          0.594585
   585  -2591.4009     46.1968   -211.4021  -2595.6643     50.5619   -212.6876    44408.31           21.9681            0.2348          0.453755          0.633703
   586  -2711.8003    130.1964    132.9964  -2725.9670    123.3025    137.5106    60147.69           24.3058            0.2226          0.245952          0.656652
   587  -2081.8032   -329.0016      4.1970  -2075.1721   -324.3148      2.2824    73077.25           25.9357            0.1983          0.531359          0.635424
   588  -1841.0042   -222.6021     -7.0030  -1838.8909   -214.0623    -12.2475   103765.74           29.1511            0.2821          0.396042          0.473680
   589  -1737.4045   -177.8022   -102.2026  -1753.4756   -172.2927   -105.0511    38525.25           20.9517            0.3044          0.570264          0.552368
   590  -2034.2034    102.1965    -32.2029  -2020.3978    107.5521    -27.4509    54528.05           23.5240            0.2528          0.188969          0.573033
   591  -1824.2042     -9.8030   -197.4022  -1823.8073      2.8794   -179.4696   133839.59           31.7321            0.2422          0.421857          0.506842
   592  -1981.0035    174.9962   -245.0020  -1982.8201    176.6742   -251.6998    49523.06           22.7810            0.2361          0.415842          0.586724
   593  -2247.0024   -107.8026    113.3965  -2251.5330    -85.2798    102.8410    57293.97           23.9152            0.2848          0.444668          0.592474
   594  -2658.6006   -424.2012     -4.2030  -2652.2429   -441.2160     -6.1456   165032.97           34.0273            0.2007          0.526806          0.593683
   595  -2126.6030   -250.6019    132.9964  -2116.4275   -245.0310    117.8152    77533.45           26.4525            0.2397          0.499581          0.484012
   596  -2003.4034   -312.2017      1.3970  -1998.8391   -305.0727      9.6669    63967.29           24.8098            0.2042          0.435945          0.650132
   597  -2328.2021    275.7958     65.7967  -2306.8447    286.4751     65.4375    35583.72           20.4043            0.2641          0.622532          0.646029
   598  -2440.2017    -37.8029     65.7967  -2441.0505    -41.0786     63.1999    87675.13           27.5589            0.2445          0.371873          0.418526
   599  -2255.4023    -29.4029   -110.6025  -2255.6318    -25.9673   -110.0053    25200.56           18.1875            0.2216          0.410329          0.466042
   600  -2479.4014     26.5969    118.9965  -2480.0435     35.7099    120.4726    16880.87           15.9136            0.2798          0.330200          0.548242
   601  -1827.0042    527.7947    107.7965  -1827.1136    527.7850    114.0163   111097.61           29.8221            0.2542          0.481761          0.444762
   602  -2347.8020    205.7961    144.1964  -2340.7209    205.3257    145.4933    43442.44           21.8076            0.2745          0.464135          0.534550
   603  -1572.2053    586.5944   -107.8026  -1568.9314    575.5140   -108.7010    35781.29           20.4420            0.2689          0.378489          0.633066
   604  -2440.2017   -443.8011    141.3964  -2436.3694   -445.6389    137.7454    84382.38           27.2095            0.2107          0.361412          0.477812
   605  -1885.8040   -127.4025   -138.6024  -1880.4093   -124.5950   -142.3612    15761.33           15.5537            0.3741          0.580219          0.663639
   606  -2255.4023   -597.8004     40.5968  -2244.3984   -597.9151     44.3631    23905.41           17.8705            0.2723          0.577681          0.707468
   607  -1953.0037    135.7964    191.7961  -1960.3224    135.1520    186.7532    78960.30           26.6138            0.2078          0.172215          0.489667
   608  -2392.6018    303.7957    -15.4030  -2379.3423    293.8624    -21.5018    38152.07           20.8838            0.1388          0.428321          0.665279
   609  -1782.2043    656.5941   -149.8024  -1781.0577    648.7721   -146.3755    46647.39           22.3312            0.1830          0.642166          0.482915
   610  -2737.0002    578.1945    -54.6028  -2733.5923    570.0647    -66.5240   142993.45           32.4396            0.1984          0.501824          0.539579
   611  -1804.6042     93.7966   -152.6024  -1803.9875     89.4892   -164.1549    82955.52           27.0553            0.2170          0.515330          0.576160
   612  -2107.0029   -222.6021    144.1964  -2096.2769   -215.8981    131.5131    69477.16           25.5026            0.2144          0.378771          0.545115
   613  -1824.2042    564.1945   -135.8024  -1826.7148    563.9344   -124.9760    29766.52           19.2256            0.2221          0.450527          0.482923
   614  -2448.6016    387.7953   -124.6025  -2440.6663    396.2917   -125.7300    95248.48           28.3306            0.2290          0.559140          0.563823
   615  -2255.4023   -614.6003    166.5963  -2253.9607   -601.0336    170.1764    24761.53           18.0813            0.2552          0.409357          0.556630
   616  -2249.8022    362.5954    -71.4027  -2232.6680    370.6873    -78.3533    43683.91           21.8480            0.2705          0.606199          0.487000
   617  -2633.4006    -18.2029   -130.2025  -2634.2354    -16.1434   -143.6351   136144.52           31.9132            0.2293          0.446475          0.551798
   618  -2048.2031    558.5945    -77.0027  -2045.5359    555.8110    -78.0941    22280.99           17.4562            0.3122          0.542259          0.762080
   619  -2541.0010    390.5953   -191.8022  -2544.4043    403.6255   -170.4096   142334.89           32.3898            0.2187          0.431497          0.464063
   620  -1751.4045    368.1954    -93.8026  -1743.6278    370.7022    -90.1782    70530.85           25.6309            0.1989          0.516518          0.401941
   621  -2048.2031     51.7968     90.9966  -2044.1060     53.3392     90.6773    50620.65           22.9481            0.3176          0.446283          0.539640
   622  -1810.2043   -611.8004    130.1964  -1807.8416   -615.4167    138.0704    37932.56           20.8437            0.2034          0.544215          0.579704
   623  -2647.4006   -502.6008    118.9965  -2654.0742   -495.1337    119.9643    91055.70           27.9087            0.2780          0.449550          0.343835
   624  -1799.0044   -121.8025   -141.4024  -1814.2830   -128.5764   -129.3654    61508.70           24.4878            0.2620          0.616570          0.521989
   625  -1950.2036    670.5941     60.1967  -1948.7460    669.5256     61.9573    23598.09           17.7936            0.2921          0.484487          0.477891
   626  -2140.6028    183.3962    158.1963  -2147.1990    185.2495    164.0077    39249.66           21.0822            0.2398          0.444677          0.570697
   627  -2059.4033   -289.8018    -35.0029  -2056.1614   -280.0566    -32.2039    69543.02           25.5107            0.3200          0.434039          0.603774
   628  -2476.6013    412.9952   -138.6024  -2460.3257    413.1257   -147.0236    75140.71           26.1775            0.1790          0.499090          0.486151
   629  -2042.6033   -158.2023    -43.4028  -2048.2266   -160.5624    -47.6992    36659.36           20.6078            0.3273          0.455637          0.624067
   630  -2303.0022    295.3957     23.7969  -2310.1621    299.7690     30.3610    29415.29           19.1497            0.3279          0.450227          0.700680
   631  -1807.4043    438.1951    104.9965  -1810.3669    441.8829    108.1210    29129.92           19.0876            0.3124          0.536264          0.721401
   632  -2062.2031   -295.4017     62.9967  -2068.6479   -314.3333     70.3092   100385.18           28.8310            0.2073          0.352220          0.628301
   633  -1911.0039    219.7960    -37.8029  -1893.6176    215.7144    -19.8211    91143.51           27.9177            0.2283          0.627347          0.635313
   634  -1810.2043   -186.2022   -144.2024  -1805.4177   -181.7211   -128.8208    57820.81           23.9882            0.2457          0.394297          0.574060
   635  -1796.2043     96.5966   -121.8025  -1791.7666     95.8748   -120.9301    29305.54           19.1258            0.3101          0.493298          0.495579
   636  -2373.0020   -530.6007    -63.0027  -2360.3818   -535.4923    -66.9857    87543.43           27.5451            0.2570          0.438597          0.407569
   637  -2591.4009    211.3961   -186.2022  -2598.8643    200.2085   -178.4628    41159.46           21.4187            0.3300          0.422372          0.616271
